IDfg,Season,Name,Team,Age,IBB,SO,SB,BU,BABIP,IFH%,WAR,Spd,PH,CB%,O-Contact%,wGDP,Oppo%,OBP+,SLG+,Pull%+,Soft%+,Hard%+,L-WAR
10047,2015,Wil Myers,SDP,0.1923076923076923,0.0,0.2186046511627907,0.0641025641025641,0.0449438202247191,0.50597609561753,0.5743801652892563,0.2732919254658385,0.5463917525773196,0.03614457831325302,0.32352941176470584,0.4494219653179191,0.5833333333333333,0.17694369973190371,0.40476190476190477,0.3884892086330935,0.6206896551724138,0.28089887640449435,0.5782312925170068,0.2732919254658385
10047,2016,Wil Myers,SDP,0.23076923076923073,0.008333333333333333,0.7069767441860465,0.358974358974359,0.011235955056179775,0.5179282868525897,0.3760330578512397,0.422360248447205,0.6391752577319587,0.03614457831325302,0.3602941176470589,0.6950867052023122,0.5833333333333333,0.3297587131367294,0.38888888888888895,0.4172661870503597,0.4655172413793104,0.3707865168539326,0.4965986394557823,0.4285714285714286
10047,2017,Wil Myers,SDP,0.26923076923076916,0.025,0.7999999999999999,0.2564102564102564,0.02247191011235955,0.4860557768924304,0.4504132231404959,0.2919254658385093,0.5360824742268041,0.012048192771084338,0.7279411764705881,0.5867052023121386,0.537037037037037,0.24664879356568387,0.3571428571428571,0.4028776978417266,0.5431034482758621,0.449438202247191,0.6598639455782312,0.2670807453416149
10047,2018,Wil Myers,SDP,0.3076923076923077,0.008333333333333333,0.4,0.16666666666666666,0.011235955056179775,0.6055776892430279,0.5206611570247934,0.31055900621118016,0.5670103092783505,0.060240963855421686,0.7647058823529411,0.6878612716763006,0.4629629629629629,0.12868632707774796,0.3492063492063492,0.4100719424460431,0.6982758620689654,0.24719101123595505,0.6666666666666666,0.31055900621118016
10047,2019,Wil Myers,SDP,0.34615384615384626,0.0,0.7441860465116279,0.20512820512820512,0.07865168539325842,0.6733067729083665,0.36363636363636365,0.25465838509316774,0.48453608247422675,0.3132530120481928,0.42647058823529405,0.476878612716763,0.4629629629629629,0.26809651474530855,0.3492063492063492,0.31654676258992803,0.6120689655172414,0.4438202247191011,0.6054421768707482,0.24844720496894412
10047,2020,Wil Myers,SDP,0.3846153846153846,0.0,0.22325581395348837,0.02564102564102564,0.011235955056179775,0.6215139442231078,0.23140495867768554,0.33540372670807456,0.48453608247422675,0.0,0.6985294117647061,0.4826589595375723,0.6018518518518517,0.42627345844504044,0.4444444444444444,0.6762589928057554,0.4568965517241379,0.2528089887640449,0.7414965986394557,0.32919254658385094
10047,2021,Wil Myers,SDP,0.42307692307692313,0.016666666666666666,0.6186046511627907,0.10256410256410256,0.06741573033707865,0.6294820717131476,0.49173553719008267,0.33540372670807456,0.39175257731958757,0.27710843373493976,0.3602941176470589,0.5332369942196531,0.5648148148148148,0.2252010723860592,0.38888888888888895,0.381294964028777,0.5517241379310345,0.5,0.4013605442176871,0.2981366459627329
10059,2018,Max Stassi,HOU,0.3076923076923077,0.0,0.3069767441860465,0.0,0.0,0.50597609561753,0.32644628099173556,0.38509316770186336,0.13402061855670103,0.10843373493975904,0.3970588235294118,0.42052023121387283,0.5185185185185185,0.14477211796246675,0.3650793650793651,0.31654676258992803,0.5775862068965517,0.5337078651685393,0.47619047619047616,0.38509316770186336
10059,2021,Max Stassi,LAA,0.42307692307692313,0.0,0.4325581395348837,0.0,0.0,0.5976095617529881,0.20661157024793392,0.391304347826087,0.28865979381443296,0.024096385542168676,0.2058823529411764,0.4812138728323698,0.5185185185185185,0.24932975871313695,0.39682539682539686,0.3741007194244604,0.6120689655172414,0.4044943820224719,0.4217687074829931,0.391304347826087
10071,2013,Jonathan Villar,HOU,0.11538461538461542,0.008333333333333333,0.2930232558139535,0.23076923076923075,0.20224719101123595,0.7450199203187252,0.1487603305785124,0.1863354037267081,0.7010309278350516,0.0,0.42647058823529405,0.3988439306358381,0.49999999999999994,0.6434316353887399,0.373015873015873,0.20863309352517984,0.1724137931034483,0.33707865168539325,0.4285714285714285,0.1863354037267081
10071,2014,Jonathan Villar,HOU,0.15384615384615385,0.008333333333333333,0.33488372093023255,0.21794871794871795,0.14606741573033707,0.38247011952191257,0.09090909090909091,0.2173913043478261,0.731958762886598,0.0,0.5441176470588235,0.40173410404624277,0.5833333333333333,0.4450402144772119,0.24603174603174605,0.2877697841726619,0.3275862068965517,0.601123595505618,0.4693877551020408,0.2173913043478261
10071,2016,Jonathan Villar,MIL,0.23076923076923073,0.03333333333333333,0.772093023255814,0.7948717948717948,0.23595505617977527,0.7888446215139443,0.40495867768595045,0.4037267080745342,0.6494845360824743,0.04819277108433735,0.3161764705882353,0.51878612716763,0.5462962962962963,0.3833780160857911,0.46825396825396826,0.4100719424460431,0.3362068965517242,0.4943820224719101,0.5238095238095237,0.3975155279503106
10071,2017,Jonathan Villar,MIL,0.26923076923076916,0.008333333333333333,0.5767441860465116,0.2948717948717949,0.10112359550561797,0.6175298804780879,0.40909090909090917,0.2422360248447205,0.5463917525773196,0.3132530120481928,0.5147058823529412,0.5303468208092484,0.611111111111111,0.3458445040214479,0.2777777777777778,0.2517985611510792,0.47413793103448276,0.6797752808988764,0.48299319727891155,0.1863354037267081
